App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Polarity,Size_MB
Calculator with Percent (Free),TOOLS,4.8,48211,7.4M,"1,000,000+",Free,0.0,Everyone,Tools,"November 18, 2017",32.1,4.1 and up,0.03197278911564625,7.4
Graphing Calculator,TOOLS,3.9,12388,5.3M,"1,000,000+",Free,0.0,Everyone,Tools,"April 1, 2016",1.17,2.3 and up,0.2458298171589311,5.3
ConvertPad - Unit Converter,TOOLS,4.4,90831,4.3M,"10,000,000+",Free,0.0,Everyone,Tools,"June 18, 2017",3.1.00,4.2 and up,0.22344972943722943,4.3
Age Calculator,TOOLS,4.4,24265,3.3M,"1,000,000+",Free,0.0,Everyone,Tools,"July 25, 2017",4.0.6,4.0.3 and up,0.1313830266955267,3.3
EzCalculator,TOOLS,4.1,1657,2.0M,"100,000+",Free,0.0,Everyone,Tools,"September 17, 2017",2.1.0,5.0 and up,0.37776996943115365,2.0
Hideman VPN,TOOLS,4.1,88675,9.6M,"5,000,000+",Free,0.0,Everyone,Tools,"July 24, 2018",6.0.1,4.0 and up,0.12164696116309019,9.6
Fast Secure VPN,TOOLS,4.3,56848,9.6M,"1,000,000+",Free,0.0,Everyone,Tools,"May 18, 2018",1.6.11,4.1 and up,0.1791001133060992,9.6
Free & Premium VPN - FinchVPN,TOOLS,4.2,19096,10M,"1,000,000+",Free,0.0,Everyone,Tools,"July 5, 2018",2.0.2,4.1 and up,0.2176688508884801,10.0
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,8.2M,"50,000,000+",Free,0.0,Everyone,Tools,"August 6, 2018",6.1.0,4.1 and up,0.25176470588235295,8.2
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833,9.9M,"1,000,000+",Free,0.0,Everyone,Tools,"July 9, 2018",2.5.1.7592,4.0.3 and up,0.31363636363636366,9.9
AppLock - Fingerprint,TOOLS,4.4,745245,3.5M,"10,000,000+",Free,0.0,Everyone,Tools,"April 13, 2018",7.2.0,2.3 and up,0.20993951418951418,3.5
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724,21M,"100,000+",Free,0.0,Mature 17+,Personalization,"June 26, 2018",5.34.10,4.0.3 and up,0.5681818181818181,21.0
Golden Launcher,PERSONALIZATION,4.4,32794,12M,"5,000,000+",Free,0.0,Everyone,Personalization,"July 31, 2018",1.284.1.83,4.2 and up,0.507079346092504,12.0
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6702776,17M,"100,000,000+",Free,0.0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,0.2824789562289562,17.0
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583,3.8M,"500,000+",Free,0.0,Everyone 10+,Personalization,"July 4, 2018",2.6.2.1,4.0.3 and up,0.17932800224466894,3.8
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073,23M,"1,000,000+",Free,0.0,Everyone 10+,Personalization,"September 25, 2017",1.1,4.0 and up,0.34155701754385964,23.0
Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633,14M,"1,000,000+",Free,0.0,Everyone,Personalization,"March 9, 2017",1.1,4.0.3 and up,0.10838064006466784,14.0
Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688,12M,"10,000,000+",Free,0.0,Everyone,Personalization,"June 11, 2018",3.5,4.1 and up,0.15973039215686274,12.0
Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,3.0M,"10,000,000+",Free,0.0,Teen,Personalization,"August 9, 2017",2.6.0,4.0 and up,0.26443175805675806,3.0
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14M,"100,000,000+",Free,0.0,Everyone,Personalization,"August 6, 2018",3.9.7,4.0.3 and up,0.44747311827956987,14.0
Goku Wallpaper Art,PERSONALIZATION,4.7,6342,38M,"1,000,000+",Free,0.0,Everyone,Personalization,"July 13, 2018",1.8,4.1 and up,0.4643197278911565,38.0
Door Lock Screen,PERSONALIZATION,4.3,5413,3.9M,"1,000,000+",Free,0.0,Everyone,Personalization,"July 28, 2018",3.3.a,4.0 and up,0.5166216422466423,3.9
ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,9.8M,"10,000,000+",Free,0.0,Everyone,Personalization,"December 1, 2017",2.0.0.39_171124,5.0 and up,0.07638888888888888,9.8
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056,9.8M,"500,000+",Free,0.0,Everyone,Personalization,"July 25, 2018",6.7.24.2018,4.0.3 and up,0.20640625,9.8
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089,27M,"500,000+",Free,0.0,Everyone,Personalization,"July 3, 2018",1.2.5,4.0 and up,0.25675,27.0
Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,2828,7.4M,"100,000+",Free,0.0,Everyone,Personalization,"January 22, 2017",2.11.5,4.1 and up,0.3185,7.4
Beautiful Widgets Free,PERSONALIZATION,3.9,25037,14M,"1,000,000+",Free,0.0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up,0.013460700757575748,14.0
DashClock Widget,PERSONALIZATION,4.1,62301,1.9M,"1,000,000+",Free,0.0,Everyone,Personalization,"May 11, 2016",1.7.2,4.2 and up,0.0333333333333333,1.9
Fancy Widgets,PERSONALIZATION,4.2,37237,3.9M,"5,000,000+",Free,0.0,Everyone,Personalization,"April 4, 2014",3.5.6,1.6 and up,0.2142135145323051,3.9
Best Wallpapers QHD,PERSONALIZATION,4.4,294701,5.1M,"10,000,000+",Free,0.0,Teen,Personalization,"March 17, 2018",2.85,4.0.3 and up,0.4722514455782313,5.1
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,10M,"5,000,000+",Free,0.0,Everyone,Personalization,"November 20, 2017",11.0,4.0.3 and up,0.22525030371997284,10.0
Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,3.3M,"10,000,000+",Free,0.0,Everyone,Personalization,"October 27, 2017",4.0,4.1 and up,0.20517906336088154,3.3
Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417,853k,"10,000,000+",Free,0.0,Everyone,Personalization,"May 1, 2014",2.41,2.1 and up,0.24756756810576253,0.8330078125
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,6.4M,"10,000,000+",Free,0.0,Everyone,Personalization,"July 24, 2018",4.0.0.7,4.4 and up,0.253524397462264,6.4
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,3.5M,"5,000,000+",Free,0.0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up,0.390275974025974,3.5
Horses Live Wallpaper,PERSONALIZATION,4.2,28806,7.1M,"1,000,000+",Free,0.0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up,0.3454586448904631,7.1
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,13M,"10,000,000+",Free,0.0,Everyone,Personalization,"November 13, 2017",1.9.7.07,4.0.3 and up,0.20134484370347466,13.0
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154,24M,"10,000,000+",Free,0.0,Everyone,Productivity,"June 14, 2018",4.6.4,4.1 and up,0.2736637188208617,24.0
Archos File Manager,PRODUCTIVITY,4.0,2131,2.3M,"5,000,000+",Free,0.0,Everyone,Productivity,"April 22, 2016",4.1.4,4.1 and up,0.1152958152958153,2.3
Dropbox,PRODUCTIVITY,4.4,1861310,61M,"500,000,000+",Free,0.0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.23633052505790994,61.0
ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6M,"10,000,000+",Free,0.0,Everyone,Productivity,"April 11, 2018",1.10.0.33_180403,5.0 - 8.0,0.02916666666666665,1.6
Content Transfer,PRODUCTIVITY,4.7,19302,7.2M,"5,000,000+",Free,0.0,Everyone,Productivity,"June 28, 2018",3.5.12,4.0.3 and up,0.1630472817836099,7.2
Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5M,"50,000,000+",Free,0.0,Everyone,Productivity,"August 7, 2016",2.2.1B216,2.3.3 and up,0.13885152116402114,1.5
Hacker's Keyboard,PRODUCTIVITY,4.4,41418,1.2M,"1,000,000+",Free,0.0,Everyone,Productivity,"December 11, 2016",v1.39.3,2.2 and up,0.26137154546438207,1.2
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,4.3M,"500,000+",Free,0.0,Everyone,Productivity,"December 19, 2015",3.2.1,4.1 and up,0.14282013621299336,4.3
Easy Voice Recorder,PRODUCTIVITY,4.4,205191,7.1M,"10,000,000+",Free,0.0,Everyone,Productivity,"June 20, 2018",2.4.5,4.1 and up,0.4358370518370518,7.1
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2M,"50,000,000+",Free,0.0,Everyone,Productivity,"July 2, 2018",6.4.0,4.0 and up,0.11199179292929291,9.2
File Explorer,PRODUCTIVITY,4.1,979,720k,"100,000+",Free,0.0,Everyone,Productivity,"September 30, 2013",2.1.3,2.2 and up,0.25958281573498965,0.703125
Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,8985,5.7M,"1,000,000+",Free,0.0,Everyone,Productivity,"January 16, 2017",1.07.59,4.0.3 and up,0.3190705128205128,5.7
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,1.9M,"5,000,000+",Free,0.0,Everyone,Productivity,"May 31, 2018",1.26.2,4.0.3 and up,0.15,1.9
Business Calendar 2,PRODUCTIVITY,4.6,102594,15M,"5,000,000+",Free,0.0,Everyone,Productivity,"July 23, 2018",2.30.1,4.1 and up,0.20114111302290014,15.0
Dropbox,PRODUCTIVITY,4.4,1861309,61M,"500,000,000+",Free,0.0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.23633052505790994,61.0
Amazon Drive,PRODUCTIVITY,4.4,18669,4.1M,"1,000,000+",Free,0.0,Everyone,Productivity,"January 8, 2018",1.9.1.147.0-google,4.2 and up,0.1298491985987103,4.1
Baby Panda Learns Shapes,PARENTING,4.0,3789,42M,"1,000,000+",Free,0.0,Everyone,Parenting;Education,"June 21, 2018",8.25.10.00,4.0.3 and up,0.2475370012870013,42.0
Baby Name Together,PARENTING,4.0,464,24M,"100,000+",Free,0.0,Everyone,Parenting,"August 6, 2018",2.3.1,5.0 and up,0.2859856284856285,24.0
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715,24M,"500,000+",Free,0.0,Everyone,Parenting;Music & Video,"July 24, 2018",FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,5.0 and up,0.3425348246524717,24.0
Baby Panda Musical Genius,PARENTING,4.0,3346,37M,"1,000,000+",Free,0.0,Everyone,Parenting;Music & Video,"June 15, 2018",8.25.10.00,4.0.3 and up,0.2277602521352521,37.0
Baby Monitor,PARENTING,4.4,5343,5.2M,"1,000,000+",Free,0.0,Everyone,Parenting,"March 30, 2018",2.1.1,4.1 and up,0.2742230725623583,5.2
Daniel Tiger for Parents,PARENTING,4.7,247,28M,"100,000+",Free,0.0,Everyone,Parenting;Music & Video,"March 19, 2018",1.3.0,4.4 and up,0.2796296296296296,28.0
Free live weather on screen,WEATHER,4.4,15370,21M,"1,000,000+",Free,0.0,Everyone,Weather,"August 2, 2018",12.2.6.3660,4.1 and up,0.3942586105415053,21.0
APE Weather ( Live Forecast),WEATHER,4.3,20008,9.1M,"5,000,000+",Free,0.0,Everyone,Weather,"July 3, 2018",7.1.34.28,5.0 and up,0.4323232323232323,9.1
ForecaWeather,WEATHER,4.2,18425,5.3M,"1,000,000+",Free,0.0,Everyone,Weather,"July 29, 2017",3.1.7,4.1 and up,0.36090676501860713,5.3
All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557,5.6M,"1,000,000+",Free,0.0,Everyone,Video Players & Editors,"July 25, 2018",1.0.1,4.4 and up,0.3826797385620915,5.6
HD Video Player,VIDEO_PLAYERS,4.3,1551,2.9M,"1,000,000+",Free,0.0,Everyone,Video Players & Editors,"July 25, 2018",1.1,4.1 and up,0.1979934210526316,2.9
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,4.1M,"1,000,000+",Free,0.0,Everyone,Video Players & Editors,"March 27, 2018",1.0,4.0.3 and up,0.18601533086352817,4.1
HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484,3.0M,"10,000,000+",Free,0.0,Everyone,Video Players & Editors,"December 3, 2015",7.10.621414,5.0 and up,0.018377776127776118,3.0
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11M,"1,000,000+",Free,0.0,Teen,News & Magazines,"August 2, 2018",2.71,4.1 and up,0.2715553215553216,11.0
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0.0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.057347888966192535,25.0
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7M,"500,000+",Free,0.0,Everyone,News & Magazines,"July 25, 2018",5.8.0,4.1 and up,0.24342580213903742,9.7
Google News,NEWS_AND_MAGAZINES,3.9,877635,13M,"1,000,000,000+",Free,0.0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.09391674022626403,13.0
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3M,"500,000+",Free,0.0,Everyone,News & Magazines,"July 19, 2018",8.0.6,4.1 and up,0.21704599412932749,6.3
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8M,"1,000,000+",Free,0.0,Everyone,News & Magazines,"August 4, 2018",7.5.0,4.1 and up,0.23374426078971533,9.8
Google News,NEWS_AND_MAGAZINES,3.9,877635,13M,"1,000,000,000+",Free,0.0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.09391674022626403,13.0
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13M,"5,000,000+",Free,0.0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up,0.1992963335568969,13.0
Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2M,"1,000,000+",Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",2.42.1.9,4.4 and up,0.18463979076479073,8.2
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27M,"10,000,000+",Free,0.0,Everyone,News & Magazines,"July 25, 2018",5.9.1.1347176.a3ca6ab274,4.4 and up,0.054705447330447333,27.0
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35M,"1,000,000+",Free,0.0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up,-0.04236183905380334,35.0
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4.6M,"1,000,000+",Free,0.0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,0.1951159148207759,4.6
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0.0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.057347888966192535,25.0
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14M,"1,000,000+",Free,0.0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up,0.09841655071119357,14.0
CBS News,NEWS_AND_MAGAZINES,4.3,23641,23M,"1,000,000+",Free,0.0,Everyone 10+,News & Magazines,"June 29, 2018",3.9.0,4.1 and up,0.0,23.0
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35M,"1,000,000+",Free,0.0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up,-0.04236183905380334,35.0
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,"10,000,000+",Free,0.0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.057347888966192535,25.0
Google News,NEWS_AND_MAGAZINES,3.9,877643,13M,"1,000,000,000+",Free,0.0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.09391674022626403,13.0
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13M,"5,000,000+",Free,0.0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up,0.1992963335568969,13.0
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8M,"1,000,000+",Free,0.0,Everyone,Maps & Navigation,"July 24, 2018",4.3,5.0 and up,0.29464074593335954,6.8
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7M,"1,000,000+",Free,0.0,Everyone,Maps & Navigation,"November 6, 2017",2.4.1,4.0.3 and up,0.2510749072356215,7.7
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3M,"1,000,000+",Free,0.0,Everyone,Maps & Navigation,"August 3, 2018",10.0,4.1 and up,0.6875,3.3
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29M,"5,000,000+",Free,0.0,Everyone,Maps & Navigation,"July 28, 2018",7.16.8,4.0.3 and up,0.2724778825671683,29.0
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4M,"1,000,000+",Free,0.0,Everyone,Maps & Navigation,"July 31, 2018",2.7.2,4.0 and up,0.3688950892857143,5.4
FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5M,"1,000,000+",Free,0.0,Everyone,Maps & Navigation,"April 26, 2018",5.2.10,4.1 and up,0.10044897504456328,8.5
Flashlight,TOOLS,4.5,162335,4.9M,"10,000,000+",Free,0.0,Everyone,Tools,"July 6, 2018",8.10.1,4.0 and up,0.4054000850340136,4.9
A Call From Santa Claus!,FAMILY,3.9,3720,11M,"1,000,000+",Free,0.0,Everyone,Entertainment,"December 4, 2016",4.2.3,4.0.3 and up,0.008293862999745357,11.0
A Word A Day,FAMILY,3.7,2398,2.9M,"500,000+",Free,0.0,Everyone,Education,"January 5, 2017",5.8,4.0 and up,0.2772727272727273,2.9
Akinator,FAMILY,4.3,1805398,55M,"50,000,000+",Free,0.0,Teen,Entertainment,"June 11, 2018",6.5.2,4.4 and up,-0.01489888966932038,55.0
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74M,"5,000,000+",Free,0.0,Teen,Simulation,"April 22, 2018",8.6,4.0 and up,0.17529423701298708,74.0
Agar.io,GAME,4.2,3815614,32M,"100,000,000+",Free,0.0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up,-0.06060223338072603,32.0
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15M,"1,000,000+",Free,0.0,Everyone,Entertainment,"July 27, 2018",1.3.13,4.1 and up,0.1395563554802685,15.0
A+ Mobile,FINANCE,3.9,730,6.3M,"10,000+",Free,0.0,Everyone,Finance,"June 26, 2018",5.4.4,4.4 and up,0.3295922619047619,6.3
Angry Birds Classic,GAME,4.4,5565856,97M,"100,000,000+",Free,0.0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,-0.007537394764251821,97.0
Build a Bridge!,FAMILY,4.6,263454,74M,"10,000,000+",Free,0.0,Everyone,Puzzle,"August 2, 2018",2.1.1,4.1 and up,0.08835631019497298,74.0
Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14M,"500,000+",Free,0.0,Everyone,Puzzle,"June 16, 2017",4.1.1,4.1 and up,0.0696302333854417,14.0
Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5.7M,"10,000+",Free,0.0,Everyone,Education,"April 19, 2018",2.0.7,4.1 and up,0.5007922824302135,5.7
Bubble Shooter,GAME,4.5,43576,50M,"5,000,000+",Free,0.0,Everyone,Arcade,"September 13, 2017",4.4,2.3 and up,0.2536763602776534,50.0
Asphalt 8: Airborne,GAME,4.5,8389714,92M,"100,000,000+",Free,0.0,Teen,Racing,"July 4, 2018",3.7.1a,4.0.3 and up,0.004450410725820944,92.0
Basketball Stars,SPORTS,4.4,867920,45M,"10,000,000+",Free,0.0,Everyone,Sports,"July 14, 2018",1.16.2,4.0.3 and up,0.013905112685626995,45.0
Amazon Shopping,SHOPPING,4.3,908525,42M,"100,000,000+",Free,0.0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.1820225865037373,42.0
Four In A Line Free,GAME,4.3,133195,11M,"5,000,000+",Free,0.0,Everyone,Board,"June 11, 2018",1.58,4.1 and up,0.20236801881246325,11.0
Flow Free,FAMILY,4.3,1295293,11M,"100,000,000+",Free,0.0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,0.07076862709337588,11.0
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24M,"10,000,000+",Free,0.0,Everyone,Productivity,"July 23, 2018",4.5.19,4.4 and up,0.11960119548661215,24.0
Alto's Adventure,GAME,4.6,515240,63M,"10,000,000+",Free,0.0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up,0.03982694182829145,63.0
Fortune City - A Finance App,FINANCE,4.6,49275,91M,"500,000+",Free,0.0,Everyone,Finance,"July 17, 2018",2.0.3.1,4.4 and up,0.26696618341149586,91.0
Draw A Stickman,GAME,3.4,29265,17M,"1,000,000+",Free,0.0,Everyone,Adventure,"May 19, 2017",1.1.0,4.0.3 and up,-0.15,17.0
Be A Legend: Soccer,SPORTS,3.8,85763,21M,"1,000,000+",Free,0.0,Everyone,Sports,"August 24, 2015",2.8.0.17,3.0 and up,-0.09925060033337468,21.0
Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81M,"5,000,000+",Free,0.0,Everyone 10+,Simulation,"April 22, 2018",3.7,4.0 and up,0.18089609339033005,81.0
Four In A Line,GAME,3.8,22191,3.0M,"1,000,000+",Free,0.0,Everyone,Board,"May 4, 2015",1.10,2.3 and up,0.27484875723092933,3.0
8 Ball Pool,SPORTS,4.5,14184910,52M,"100,000,000+",Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.0012520071606734009,52.0
Hay Day,FAMILY,4.5,10053186,94M,"100,000,000+",Free,0.0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up,0.019572348739842257,94.0
Diary with lock,LIFESTYLE,4.6,815280,4.4M,"10,000,000+",Free,0.0,Everyone,Lifestyle,"June 30, 2018",4.90,4.1 and up,0.2837633405132804,4.4
Clash of Clans,FAMILY,4.6,44881447,98M,"100,000,000+",Free,0.0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,0.03675568156290556,98.0
Clash Royale,FAMILY,4.6,23125280,97M,"100,000,000+",Free,0.0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,0.06915710869708802,97.0
C Programming,FAMILY,4.3,22248,1.8M,"1,000,000+",Free,0.0,Everyone,Education,"June 28, 2015",3.0,2.3 and up,0.2768000669964955,1.8
Candy Crush Saga,FAMILY,4.4,22419455,74M,"500,000,000+",Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.03106786541005292,74.0
Hill Climb Racing,GAME,4.4,8921451,63M,"100,000,000+",Free,0.0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,0.09099915000988382,63.0
Fruit Ninja®,GAME,4.3,5091448,41M,"100,000,000+",Free,0.0,Everyone,Arcade,"July 12, 2018",2.6.7.487220,4.1 and up,0.15479454685099844,41.0
"DU Recorder – Screen Recorder, Video Editor, Live",VIDEO_PLAYERS,4.8,2588730,9.7M,"50,000,000+",Free,0.0,Everyone,Video Players & Editors,"July 30, 2018",1.7.1.3,5.0 and up,0.22418691689058068,9.7
Crossy Road,GAME,4.5,4229977,60M,"100,000,000+",Free,0.0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up,0.21585128145848675,60.0
Dropbox,PRODUCTIVITY,4.4,1860844,61M,"500,000,000+",Free,0.0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.23633052505790994,61.0
Dream League Soccer 2018,SPORTS,4.6,9873470,74M,"100,000,000+",Free,0.0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,-0.0005180776014110008,74.0
Bad Piggies,FAMILY,4.3,1168959,66M,"50,000,000+",Free,0.0,Everyone,Puzzle,"May 3, 2017",2.3.3,4.1 and up,0.007940659648845768,66.0
E*TRADE Mobile,FINANCE,3.9,10657,58M,"1,000,000+",Free,0.0,Everyone,Finance,"August 2, 2018",6.8.2,4.4 and up,0.15327341401364838,58.0
Ebook Reader,BOOKS_AND_REFERENCE,4.1,85842,37M,"5,000,000+",Free,0.0,Everyone,Books & Reference,"June 25, 2018",5.0.6,4.0 and up,0.34253248776686274,37.0
Granny,GAME,4.5,1128805,59M,"50,000,000+",Free,0.0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,0.06462316388125873,59.0
Helix Jump,GAME,4.2,1485806,33M,"100,000,000+",Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.09966548025873484,33.0
H&M,LIFESTYLE,3.7,41917,14M,"10,000,000+",Free,0.0,Everyone,Lifestyle,"July 30, 2018",9.6.3,4.4 and up,0.02447295645212312,14.0
H TV,FAMILY,4.3,103064,5.6M,"5,000,000+",Free,0.0,Everyone,Entertainment,"July 5, 2018",4.6.2,2.3.3 and up,0.3021153846153846,5.6
Anger of stick 5 : zombie,GAME,4.5,547644,23M,"50,000,000+",Free,0.0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up,0.11944444444444441,23.0
Cut the Rope FULL FREE,FAMILY,4.4,2122705,49M,"100,000,000+",Free,0.0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up,0.013067753887269178,49.0
Angry Birds 2,FAMILY,4.6,3881752,57M,"100,000,000+",Free,0.0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up,0.002282199760648026,57.0
Angry Birds Rio,GAME,4.4,2610328,46M,"100,000,000+",Free,0.0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,-0.038924252279907035,46.0
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23291,14M,"1,000,000+",Free,0.0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up,0.09841655071119357,14.0
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2265084,6.1M,"50,000,000+",Free,0.0,Everyone,Communication,"July 31, 2018",5.22.18.0006,4.0 and up,0.012500000000000011,6.1
Google Ads,BUSINESS,4.3,29331,20M,"5,000,000+",Free,0.0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up,0.1399653371320038,20.0
A&E - Watch Full Episodes of TV Shows,FAMILY,4.0,29708,19M,"1,000,000+",Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.35388257575757576,19.0
All Football - Latest News & Videos,SPORTS,4.6,152653,17M,"10,000,000+",Free,0.0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up,0.43206329477813854,17.0
Amazon for Tablets,SHOPPING,4.0,141584,22M,"10,000,000+",Free,0.0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,0.10113604797979796,22.0
Diary with lock password,LIFESTYLE,4.3,179139,9.7M,"5,000,000+",Free,0.0,Everyone,Lifestyle,"November 1, 2017",3.5.3,4.0.3 and up,0.29226684227776883,9.7
365Scores - Live Scores,SPORTS,4.6,666246,25M,"10,000,000+",Free,0.0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,0.4383116883116883,25.0
